transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size
3910,37,2822,19-12-2017,False,Approved,OHM Cycles,Standard,low,medium
3911,4,2015,10-11-2017,True,Approved,Giant Bicycles,Standard,high,medium
3912,37,1897,23-05-2017,True,Approved,OHM Cycles,Standard,low,medium
3913,13,733,14-10-2017,False,Approved,Solex,Standard,medium,medium
3914,28,737,01-09-2017,True,Approved,Norco Bicycles,Standard,medium,small
3915,22,1207,11-03-2017,True,Approved,WeareA2B,Standard,medium,medium
3916,95,2253,05-08-2017,True,Approved,Giant Bicycles,Standard,medium,large
3917,87,611,23-04-2017,True,Approved,Giant Bicycles,Standard,high,medium
3918,87,2269,04-03-2017,True,Approved,Giant Bicycles,Standard,high,medium
3919,60,292,02-09-2017,False,Approved,Giant Bicycles,Standard,high,small
3920,84,832,13-09-2017,False,Approved,Trek Bicycles,Road,medium,medium
3921,1,2050,24-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium
3922,9,2433,18-07-2017,False,Approved,Norco Bicycles,Standard,medium,small
3923,16,2837,19-11-2017,True,Approved,Norco Bicycles,Standard,high,small
3924,15,2791,02-06-2017,True,Approved,Norco Bicycles,Standard,low,medium
3925,81,1102,30-10-2017,True,Approved,Norco Bicycles,Standard,medium,small
3926,14,142,16-06-2017,True,Approved,Trek Bicycles,Standard,medium,small
3927,0,2968,27-06-2017,True,Approved,WeareA2B,Standard,medium,small
3928,2,2410,04-02-2017,True,Approved,Solex,Standard,medium,medium
3929,29,1864,25-08-2017,False,Approved,Norco Bicycles,Road,medium,medium
3930,0,3415,30-10-2017,,Approved,Trek Bicycles,Road,medium,medium
3931,56,2000,16-08-2017,True,Approved,Norco Bicycles,Mountain,low,small
3932,75,3026,31-08-2017,True,Approved,Giant Bicycles,Touring,medium,large
3933,57,3134,25-07-2017,False,Approved,WeareA2B,Touring,medium,large
3934,24,2803,29-09-2017,False,Approved,Solex,Road,medium,large
3935,30,2923,14-11-2017,False,Approved,Solex,Standard,high,medium
3936,21,2616,11-02-2017,False,Approved,WeareA2B,Touring,medium,medium
3937,91,3304,05-08-2017,False,Approved,Solex,Standard,medium,medium
3938,95,993,30-12-2017,False,Approved,OHM Cycles,Touring,low,medium
3939,38,174,21-09-2017,False,Approved,Solex,Standard,medium,medium
3940,26,2747,28-07-2017,False,Approved,WeareA2B,Standard,medium,medium
3941,0,1930,02-07-2017,True,Approved,Norco Bicycles,Standard,medium,medium
3942,74,1762,09-12-2017,True,Approved,WeareA2B,Standard,medium,medium
3943,17,3273,21-07-2017,False,Approved,Solex,Standard,high,medium
3944,17,508,17-04-2017,True,Approved,Solex,Standard,high,medium
3945,97,1234,06-10-2017,True,Approved,Solex,Standard,medium,large
3946,93,1233,05-09-2017,False,Approved,WeareA2B,Standard,medium,medium
3947,1,1494,18-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium
3948,10,1811,20-07-2017,True,Approved,WeareA2B,Touring,medium,medium
3949,48,1924,30-10-2017,False,Approved,WeareA2B,Standard,medium,medium
3950,75,3349,23-05-2017,False,Approved,Giant Bicycles,Touring,medium,large
3951,70,219,02-03-2017,False,Approved,Trek Bicycles,Standard,high,medium
3952,10,1994,10-07-2017,False,Approved,Solex,Standard,medium,medium
3953,84,1129,02-03-2017,False,Approved,Trek Bicycles,Road,medium,medium
3954,5,7,21-04-2017,False,Approved,Trek Bicycles,Mountain,low,medium
3955,84,2559,29-08-2017,,Approved,Giant Bicycles,Road,medium,medium
3956,94,2569,19-08-2017,True,Approved,Giant Bicycles,Standard,medium,large
3957,10,882,29-08-2017,True,Approved,WeareA2B,Touring,medium,medium
3958,89,1200,01-08-2017,,Approved,Giant Bicycles,Standard,medium,large
3959,1,1469,17-10-2017,True,Approved,Giant Bicycles,Standard,medium,medium
3960,38,1933,29-06-2017,True,Approved,Solex,Standard,medium,medium
3961,65,1568,27-02-2017,False,Approved,WeareA2B,Standard,medium,medium
3962,16,2917,13-04-2017,False,Approved,Norco Bicycles,Standard,high,small
3963,66,1613,05-07-2017,True,Approved,Giant Bicycles,Road,low,small
3964,99,811,09-07-2017,False,Approved,OHM Cycles,Standard,medium,medium
3965,17,103,17-08-2017,True,Approved,Solex,Standard,high,medium
3966,91,1111,26-07-2017,True,Approved,WeareA2B,Standard,low,medium
3967,12,3369,27-02-2017,False,Approved,WeareA2B,Standard,medium,medium
3968,33,1539,04-08-2017,False,Approved,Giant Bicycles,Standard,medium,small
3969,33,3406,23-04-2017,False,Approved,Giant Bicycles,Standard,medium,small
3970,27,994,18-11-2017,False,Approved,Trek Bicycles,Standard,medium,medium
3971,69,2090,20-07-2017,True,Approved,Giant Bicycles,Road,medium,medium
3972,8,1363,04-04-2017,True,Approved,Solex,Road,medium,small
3973,7,2742,24-07-2017,False,Approved,Giant Bicycles,Standard,medium,small
3974,85,156,01-03-2017,False,Approved,WeareA2B,Standard,medium,medium
3975,0,2720,25-04-2017,False,Approved,Trek Bicycles,Standard,medium,medium
3976,9,3100,21-07-2017,True,Approved,OHM Cycles,Road,medium,medium
3977,9,1361,05-07-2017,False,Approved,OHM Cycles,Road,medium,medium
3978,45,2002,05-08-2017,False,Approved,Solex,Standard,medium,medium
3979,54,1616,06-08-2017,False,Approved,WeareA2B,Standard,medium,medium
3980,5,2298,22-04-2017,True,Approved,Trek Bicycles,Mountain,low,medium
3981,39,3209,05-02-2017,True,Approved,Giant Bicycles,Standard,medium,large
3982,53,232,23-01-2017,True,Approved,OHM Cycles,Standard,medium,medium
3983,49,398,17-09-2017,True,Approved,Trek Bicycles,Road,medium,medium
3984,14,440,15-11-2017,True,Approved,Trek Bicycles,Standard,medium,small
3985,96,1669,22-02-2017,True,Approved,Giant Bicycles,Standard,medium,large
3986,5,407,04-02-2017,False,Approved,Giant Bicycles,Standard,high,medium
3987,19,1723,11-11-2017,False,Approved,OHM Cycles,Road,high,large
3988,74,2902,17-06-2017,False,Approved,WeareA2B,Standard,medium,medium
3989,85,660,18-12-2017,True,Approved,WeareA2B,Standard,medium,medium
3990,3,2745,31-01-2017,False,Approved,Trek Bicycles,Standard,medium,large
3991,45,787,10-09-2017,True,Approved,Solex,Standard,medium,medium
3992,1,3172,05-11-2017,False,Approved,Giant Bicycles,Standard,medium,medium
3993,98,1909,15-08-2017,True,Approved,Trek Bicycles,Standard,high,medium
3994,38,1328,11-05-2017,False,Approved,Solex,Standard,medium,medium
3995,80,667,08-08-2017,False,Approved,Trek Bicycles,Standard,medium,large
3996,17,1622,13-10-2017,True,Approved,WeareA2B,Touring,medium,large
3997,64,638,10-05-2017,True,Approved,Giant Bicycles,Standard,high,small
3998,90,3277,23-11-2017,True,Approved,Norco Bicycles,Standard,low,medium
3999,79,3086,21-04-2017,True,Approved,Solex,Touring,medium,large
4000,36,2314,12-11-2017,True,Approved,Solex,Standard,low,medium
4001,34,1916,08-07-2017,False,Approved,WeareA2B,Standard,medium,medium
4002,5,3224,07-01-2017,False,Approved,Trek Bicycles,Mountain,low,medium
4003,3,2893,01-11-2017,False,Approved,Trek Bicycles,Standard,medium,large
4004,0,485,19-08-2017,True,Approved,Solex,Road,medium,medium
4005,56,937,19-02-2017,True,Approved,OHM Cycles,Standard,medium,medium
4006,33,2402,29-01-2017,True,Approved,Giant Bicycles,Standard,medium,small
4007,64,1717,06-03-2017,False,Approved,Trek Bicycles,Standard,medium,large
4008,94,590,16-09-2017,True,Approved,Giant Bicycles,Standard,medium,large
4009,78,1070,30-12-2017,False,Approved,Giant Bicycles,Standard,medium,large
4010,69,1074,14-12-2017,False,Approved,Norco Bicycles,Road,medium,large
4011,61,1253,26-05-2017,True,Approved,OHM Cycles,Standard,low,medium
4012,36,1332,11-01-2017,False,Approved,Solex,Standard,low,medium
4013,0,6,16-09-2017,False,Approved,Giant Bicycles,Standard,medium,medium
4014,92,1755,28-03-2017,True,Approved,WeareA2B,Standard,medium,small
4015,46,3451,19-11-2017,True,Approved,OHM Cycles,Standard,low,medium
4016,18,270,04-11-2017,True,Approved,Solex,Standard,medium,medium
4017,99,471,31-07-2017,False,Approved,OHM Cycles,Standard,medium,medium
4018,33,1713,30-10-2017,True,Approved,OHM Cycles,Road,medium,small
4019,92,1162,16-08-2017,False,Approved,WeareA2B,Standard,medium,small
4020,14,1276,06-05-2017,False,Approved,Trek Bicycles,Standard,medium,small
4021,15,817,06-11-2017,False,Approved,Norco Bicycles,Standard,low,medium
4022,86,827,07-06-2017,False,Approved,OHM Cycles,Standard,medium,medium
4023,1,2775,23-11-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4024,82,1227,26-10-2017,False,Approved,Norco Bicycles,Standard,high,medium
4025,0,3264,05-05-2017,True,Approved,,,,
4026,50,343,15-02-2017,False,Approved,WeareA2B,Standard,medium,small
4027,3,1402,10-10-2017,False,Approved,Trek Bicycles,Standard,medium,large
4028,55,2984,13-04-2017,False,Approved,Trek Bicycles,Road,medium,large
4029,96,1746,17-05-2017,True,Approved,Giant Bicycles,Standard,medium,large
4030,71,2426,23-08-2017,False,Approved,Solex,Standard,high,large
4031,23,694,23-12-2017,True,Approved,Norco Bicycles,Mountain,low,small
4032,64,1584,05-01-2017,True,Approved,Trek Bicycles,Standard,medium,large
4033,14,2836,31-05-2017,True,Approved,Trek Bicycles,Standard,medium,small
4034,21,1579,20-11-2017,False,Approved,Solex,Standard,medium,large
4035,80,629,06-02-2017,False,Approved,Trek Bicycles,Standard,medium,large
4036,79,1658,25-03-2017,False,Approved,Norco Bicycles,Standard,medium,medium
4037,82,3432,21-05-2017,False,Approved,Norco Bicycles,Standard,high,medium
4038,97,1068,23-04-2017,False,Approved,Solex,Standard,medium,large
4039,80,2662,25-06-2017,False,Approved,OHM Cycles,Touring,low,medium
4040,23,1887,17-02-2017,True,Approved,Norco Bicycles,Mountain,low,small
4041,0,2125,17-12-2017,True,Approved,OHM Cycles,Standard,low,medium
4042,8,2574,03-12-2017,True,Approved,Solex,Road,medium,small
4043,33,3362,11-01-2017,False,Approved,Giant Bicycles,Standard,medium,small
4044,52,2350,11-04-2017,,Approved,OHM Cycles,Road,medium,medium
4045,66,522,18-03-2017,True,Approved,Giant Bicycles,Road,low,small
4046,33,1727,06-02-2017,True,Approved,OHM Cycles,Road,medium,small
4047,2,103,11-11-2017,,Approved,Solex,Standard,medium,medium
4048,48,3430,13-09-2017,False,Approved,WeareA2B,Standard,medium,medium
4049,20,2272,06-08-2017,False,Approved,Trek Bicycles,Standard,medium,small
4050,83,3087,21-03-2017,False,Approved,Solex,Touring,medium,large
4051,64,1522,19-06-2017,,Approved,Trek Bicycles,Standard,medium,large
4052,5,289,01-08-2017,True,Approved,Giant Bicycles,Standard,high,medium
4053,29,3312,23-08-2017,True,Approved,WeareA2B,Standard,medium,medium
4054,71,1409,23-11-2017,False,Approved,Solex,Standard,high,large
4055,74,1265,23-12-2017,True,Approved,WeareA2B,Standard,medium,medium
4056,26,2930,16-02-2017,True,Approved,WeareA2B,Standard,medium,medium
4057,49,2057,09-02-2017,True,Approved,Trek Bicycles,Road,medium,medium
4058,31,620,02-07-2017,False,Approved,Giant Bicycles,Standard,medium,medium
4059,50,2969,18-08-2017,True,Approved,WeareA2B,Standard,medium,small
4060,35,1718,15-04-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4061,94,3402,18-12-2017,True,Approved,Giant Bicycles,Standard,medium,large
4062,4,936,12-07-2017,True,Approved,Solex,Standard,medium,medium
4063,34,3076,02-03-2017,False,Approved,Norco Bicycles,Road,high,large
4064,96,1761,25-10-2017,True,Approved,WeareA2B,Road,low,small
4065,90,728,05-12-2017,True,Approved,Norco Bicycles,Standard,low,medium
4066,81,886,29-12-2017,False,Approved,Norco Bicycles,Standard,medium,small
4067,11,2240,09-09-2017,True,Approved,Trek Bicycles,Standard,medium,small
4068,94,1317,13-10-2017,False,Approved,Giant Bicycles,Standard,medium,large
4069,38,1408,02-04-2017,True,Approved,Trek Bicycles,Standard,medium,large
4070,72,1263,26-08-2017,False,Approved,Norco Bicycles,Standard,medium,medium
4071,83,2705,15-12-2017,,Approved,Solex,Touring,medium,large
4072,28,1135,19-07-2017,True,Approved,Norco Bicycles,Standard,medium,small
4073,34,2070,03-04-2017,True,Approved,Norco Bicycles,Road,high,large
4074,0,1841,09-04-2017,False,Approved,,,,
4075,28,953,10-03-2017,True,Approved,Norco Bicycles,Standard,medium,small
4076,99,2833,04-09-2017,True,Approved,OHM Cycles,Standard,medium,medium
4077,21,141,24-07-2017,True,Approved,WeareA2B,Touring,medium,medium
4078,72,3266,21-06-2017,False,Approved,Norco Bicycles,Standard,medium,medium
4079,50,2999,27-07-2017,True,Approved,WeareA2B,Standard,medium,small
4080,12,3283,30-10-2017,False,Approved,WeareA2B,Standard,medium,medium
4081,57,790,12-05-2017,True,Approved,WeareA2B,Touring,medium,large
4082,0,637,12-01-2017,True,Approved,WeareA2B,Standard,medium,medium
4083,9,456,03-01-2017,True,Approved,OHM Cycles,Road,medium,medium
4084,23,1103,01-05-2017,False,Approved,Norco Bicycles,Standard,medium,medium
4085,70,108,16-11-2017,False,Approved,Norco Bicycles,Road,medium,medium
4086,90,159,25-10-2017,True,Approved,Norco Bicycles,Standard,low,medium
4087,67,3032,20-01-2017,False,Approved,Norco Bicycles,Road,medium,medium
4088,96,670,05-09-2017,False,Approved,WeareA2B,Road,low,small
4089,38,1113,18-07-2017,False,Approved,Solex,Standard,medium,medium
4090,37,199,29-06-2017,True,Approved,OHM Cycles,Standard,low,medium
4091,0,1877,18-01-2017,True,Approved,Norco Bicycles,Standard,medium,medium
4092,0,137,03-12-2017,False,Approved,WeareA2B,Standard,medium,medium
4093,39,579,04-01-2017,True,Approved,Giant Bicycles,Standard,medium,large
4094,48,2201,01-07-2017,True,Approved,WeareA2B,Standard,medium,medium
4095,90,500,06-12-2017,False,Approved,Norco Bicycles,Standard,low,medium
4096,4,1446,20-12-2017,True,Approved,Giant Bicycles,Standard,high,medium
4097,90,2377,17-10-2017,False,Approved,Solex,Standard,low,medium
4098,74,2630,29-10-2017,False,Approved,WeareA2B,Standard,medium,medium
4099,24,3388,19-05-2017,False,Approved,Solex,Road,medium,large
4100,92,154,11-09-2017,True,Approved,WeareA2B,Standard,medium,small
4101,93,1229,30-11-2017,False,Approved,WeareA2B,Standard,medium,medium
4102,51,1465,04-05-2017,True,Approved,OHM Cycles,Standard,high,medium
4103,58,280,16-10-2017,False,Approved,OHM Cycles,Standard,medium,medium
4104,34,3319,12-05-2017,True,Approved,Norco Bicycles,Road,high,large
4105,13,1058,05-09-2017,True,Approved,Solex,Standard,medium,medium
4106,48,254,26-02-2017,False,Approved,WeareA2B,Standard,medium,medium
4107,36,1513,31-08-2017,False,Approved,Solex,Standard,low,medium
4108,5,2034,07-05-2017,True,Approved,Trek Bicycles,Mountain,low,medium
4109,43,47,15-07-2017,True,Approved,Solex,Standard,medium,medium
4110,54,1322,28-10-2017,True,Approved,WeareA2B,Standard,medium,medium
4111,77,2780,21-07-2017,True,Approved,Norco Bicycles,Road,medium,large
4112,94,204,18-06-2017,False,Approved,Giant Bicycles,Standard,medium,large
4113,3,875,04-01-2017,True,Approved,Trek Bicycles,Standard,medium,large
4114,13,3235,22-05-2017,False,Approved,Solex,Standard,medium,medium
4115,91,759,01-08-2017,False,Approved,WeareA2B,Standard,low,medium
4116,46,533,28-04-2017,False,Approved,Solex,Standard,low,medium
4117,63,819,17-11-2017,True,Approved,Solex,Standard,medium,medium
4118,67,326,04-04-2017,True,Approved,Norco Bicycles,Road,medium,medium
4119,27,3003,17-01-2017,True,Approved,Trek Bicycles,Standard,medium,medium
4120,2,2523,08-08-2017,True,Approved,Solex,Standard,medium,medium
4121,17,2098,22-12-2017,True,Approved,WeareA2B,Touring,medium,large
4122,29,1515,24-07-2017,True,Approved,Norco Bicycles,Road,medium,medium
4123,84,1692,25-08-2017,False,Approved,Trek Bicycles,Road,medium,medium
4124,27,2566,11-07-2017,True,Approved,Trek Bicycles,Standard,medium,medium
4125,72,1688,07-12-2017,False,Cancelled,Norco Bicycles,Standard,medium,medium
4126,15,810,04-03-2017,False,Approved,Norco Bicycles,Standard,low,medium
4127,43,1957,11-12-2017,True,Approved,Solex,Standard,medium,medium
4128,0,3242,04-01-2017,True,Approved,,,,
4129,31,1429,29-11-2017,False,Approved,Giant Bicycles,Standard,medium,medium
4130,73,643,18-05-2017,True,Approved,Solex,Standard,medium,medium
4131,58,2136,17-05-2017,True,Approved,OHM Cycles,Road,medium,medium
4132,43,1355,15-05-2017,True,Approved,Solex,Standard,medium,medium
4133,42,657,15-10-2017,True,Cancelled,OHM Cycles,Road,medium,small
4134,2,2609,03-05-2017,False,Approved,Solex,Standard,medium,medium
4135,28,704,28-04-2017,True,Approved,Norco Bicycles,Standard,medium,small
4136,47,3399,24-02-2017,True,Approved,Trek Bicycles,Road,low,small
4137,4,3379,03-04-2017,False,Approved,Giant Bicycles,Standard,high,medium
4138,96,2449,15-10-2017,False,Approved,WeareA2B,Road,low,small
4139,42,3206,23-03-2017,False,Approved,OHM Cycles,Road,medium,small
4140,21,3279,08-03-2017,True,Approved,Solex,Standard,medium,large
4141,49,1292,29-11-2017,False,Approved,Trek Bicycles,Road,medium,medium
4142,41,2945,11-11-2017,False,Approved,Solex,Road,medium,medium
4143,27,696,09-12-2017,False,Approved,Trek Bicycles,Standard,medium,medium
4144,89,2877,13-05-2017,False,Cancelled,WeareA2B,Touring,medium,large
4145,0,1519,15-05-2017,False,Approved,Trek Bicycles,Road,medium,medium
4146,3,3268,09-05-2017,False,Approved,Trek Bicycles,Standard,medium,large
4147,3,1589,21-04-2017,True,Approved,Trek Bicycles,Standard,medium,large
4148,80,1006,22-11-2017,True,Approved,OHM Cycles,Touring,low,medium
4149,44,1006,23-11-2017,True,Approved,WeareA2B,Standard,medium,medium
4150,6,279,30-01-2017,True,Approved,OHM Cycles,Standard,high,medium
4151,15,1952,25-08-2017,False,Approved,Norco Bicycles,Standard,low,medium
4152,56,2974,05-03-2017,True,Approved,Norco Bicycles,Mountain,low,small
4153,0,428,06-08-2017,False,Approved,OHM Cycles,Road,high,large
4154,74,123,22-06-2017,True,Approved,WeareA2B,Standard,medium,medium
4155,92,585,24-09-2017,True,Approved,WeareA2B,Standard,medium,small
4156,92,2918,14-01-2017,False,Approved,WeareA2B,Standard,medium,small
4157,26,3076,16-03-2017,True,Approved,WeareA2B,Standard,medium,medium
4158,26,1250,13-01-2017,False,Approved,WeareA2B,Standard,medium,medium
4159,27,1549,27-12-2017,True,Approved,Trek Bicycles,Standard,medium,medium
4160,69,1542,19-08-2017,True,Approved,Giant Bicycles,Road,medium,medium
4161,94,1558,11-03-2017,True,Approved,Giant Bicycles,Standard,medium,large
4162,1,867,25-01-2017,,Approved,Giant Bicycles,Standard,medium,medium
4163,80,245,04-09-2017,True,Approved,OHM Cycles,Touring,low,medium
4164,0,625,14-12-2017,True,Approved,Giant Bicycles,Standard,medium,large
4165,81,3051,04-07-2017,False,Approved,Norco Bicycles,Standard,medium,small
4166,70,964,21-08-2017,True,Approved,Norco Bicycles,Road,medium,medium
4167,1,2724,19-04-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4168,15,2308,08-06-2017,False,Approved,Norco Bicycles,Standard,low,medium
4169,88,1991,11-09-2017,False,Approved,Norco Bicycles,Standard,medium,medium
4170,46,2604,16-08-2017,True,Approved,Solex,Standard,low,medium
4171,44,319,09-05-2017,True,Approved,WeareA2B,Standard,medium,medium
4172,5,832,01-03-2017,True,Approved,Trek Bicycles,Mountain,low,medium
4173,37,987,10-08-2017,True,Approved,OHM Cycles,Standard,low,medium
4174,12,2259,18-07-2017,True,Approved,WeareA2B,Standard,medium,medium
4175,51,865,22-05-2017,True,Approved,OHM Cycles,Standard,high,medium
4176,38,2458,26-12-2017,True,Approved,Trek Bicycles,Standard,medium,large
4177,72,3393,30-07-2017,True,Approved,Norco Bicycles,Standard,medium,medium
4178,33,1844,26-01-2017,False,Approved,Giant Bicycles,Standard,medium,small
4179,85,1306,12-06-2017,False,Approved,WeareA2B,Standard,medium,medium
4180,47,2671,05-08-2017,False,Approved,Trek Bicycles,Road,low,small
4181,46,2689,21-01-2017,True,Approved,Solex,Standard,low,medium
4182,0,2247,18-06-2017,True,Approved,Solex,Standard,medium,medium
4183,86,2965,02-08-2017,True,Approved,Norco Bicycles,Road,high,large
4184,58,2374,12-12-2017,False,Approved,OHM Cycles,Standard,medium,medium
4185,1,3134,19-04-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4186,15,2256,17-04-2017,True,Approved,Norco Bicycles,Standard,low,medium
4187,17,2045,06-08-2017,False,Approved,WeareA2B,Touring,medium,large
4188,82,2224,04-02-2017,True,Approved,Giant Bicycles,Road,medium,medium
4189,91,2105,03-10-2017,False,Approved,WeareA2B,Standard,low,medium
4190,1,492,01-10-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4191,56,730,15-01-2017,False,Approved,OHM Cycles,Standard,medium,medium
4192,45,1660,15-10-2017,False,Approved,Solex,Standard,medium,medium
4193,72,377,21-02-2017,True,Approved,Norco Bicycles,Standard,medium,medium
4194,90,2520,07-07-2017,True,Approved,Norco Bicycles,Standard,low,medium
4195,90,3021,31-10-2017,False,Approved,Norco Bicycles,Standard,low,medium
4196,6,2573,16-12-2017,True,Approved,OHM Cycles,Standard,high,medium
4197,56,2645,29-04-2017,True,Approved,Norco Bicycles,Mountain,low,small
4198,17,2068,14-07-2017,True,Approved,WeareA2B,Touring,medium,large
4199,35,3296,15-08-2017,True,Approved,Trek Bicycles,Standard,low,medium
4200,15,2556,29-04-2017,False,Approved,Norco Bicycles,Standard,low,medium
4201,5,2202,02-03-2017,True,Approved,Trek Bicycles,Mountain,low,medium
4202,25,175,30-07-2017,True,Approved,Giant Bicycles,Road,medium,medium
4203,17,133,04-12-2017,True,Approved,Solex,Standard,high,medium
4204,55,2651,21-06-2017,False,Approved,Trek Bicycles,Road,medium,large
4205,7,3417,20-07-2017,False,Approved,Trek Bicycles,Road,low,medium
4206,40,1328,27-06-2017,True,Approved,OHM Cycles,Standard,high,medium
4207,0,1678,13-05-2017,False,Approved,OHM Cycles,Standard,medium,medium
4208,74,468,11-04-2017,True,Approved,WeareA2B,Standard,medium,medium
4209,58,3004,08-09-2017,False,Approved,OHM Cycles,Standard,medium,medium
4210,74,1663,24-09-2017,True,Approved,WeareA2B,Standard,medium,medium
4211,100,1955,17-06-2017,False,Approved,Norco Bicycles,Road,medium,medium
4212,29,2993,27-10-2017,False,Approved,Norco Bicycles,Road,medium,medium
4213,21,40,26-07-2017,True,Approved,Solex,Standard,medium,large
4214,1,2885,30-07-2017,False,Approved,Giant Bicycles,Standard,medium,medium
4215,77,2076,05-01-2017,False,Approved,Norco Bicycles,Road,medium,large
4216,21,2245,27-03-2017,True,Approved,Solex,Standard,medium,large
4217,1,424,09-01-2017,False,Approved,Giant Bicycles,Touring,medium,large
4218,0,1509,10-01-2017,True,Approved,Solex,Road,medium,medium
4219,19,213,12-06-2017,False,Approved,Trek Bicycles,Mountain,low,medium
4220,97,3391,28-09-2017,False,Approved,Solex,Standard,medium,large
4221,27,1304,15-01-2017,False,Approved,Trek Bicycles,Standard,low,medium
4222,58,3449,26-04-2017,False,Approved,OHM Cycles,Road,medium,medium
4223,0,2479,05-05-2017,True,Approved,,,,
4224,26,2517,03-03-2017,False,Approved,WeareA2B,Standard,medium,medium
4225,0,2405,02-05-2017,False,Approved,,,,
4226,94,2249,12-04-2017,False,Approved,Giant Bicycles,Standard,medium,large
4227,30,1597,04-08-2017,False,Approved,Solex,Standard,high,medium
4228,0,3464,04-06-2017,False,Approved,,,,
4229,37,1838,07-10-2017,False,Approved,OHM Cycles,Standard,low,medium
4230,42,3314,02-11-2017,True,Approved,OHM Cycles,Road,medium,small
4231,98,99,26-09-2017,True,Approved,Trek Bicycles,Standard,high,medium
4232,97,354,17-01-2017,True,Approved,Solex,Standard,medium,large
4233,36,9,13-10-2017,False,Approved,Solex,Standard,low,medium
4234,40,3119,17-01-2017,True,Approved,Trek Bicycles,Road,medium,large
4235,32,2593,06-01-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4236,59,2341,17-10-2017,False,Approved,Solex,Standard,medium,large
4237,80,2276,03-12-2017,True,Approved,OHM Cycles,Touring,low,medium
4238,80,3351,15-02-2017,True,Approved,OHM Cycles,Touring,low,medium
4239,12,51,01-01-2017,False,Approved,WeareA2B,Standard,medium,medium
4240,23,3007,23-04-2017,False,Approved,Norco Bicycles,Mountain,low,small
4241,70,1789,20-08-2017,True,Approved,Trek Bicycles,Standard,high,medium
4242,72,2045,17-10-2017,True,Approved,OHM Cycles,Standard,medium,medium
4243,69,3002,06-01-2017,True,Approved,Giant Bicycles,Road,medium,medium
4244,70,1786,09-07-2017,False,Approved,Norco Bicycles,Road,medium,medium
4245,17,2904,20-09-2017,False,Approved,WeareA2B,Touring,medium,large
4246,28,1844,02-01-2017,True,Approved,Norco Bicycles,Standard,medium,small
4247,33,579,08-11-2017,False,Approved,Giant Bicycles,Standard,medium,small
4248,57,2542,31-03-2017,True,Approved,WeareA2B,Touring,medium,large
4249,1,2276,20-12-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4250,66,590,04-01-2017,False,Approved,Giant Bicycles,Road,low,small
4251,50,1143,09-06-2017,False,Approved,WeareA2B,Standard,medium,small
4252,35,2017,18-02-2017,True,Approved,Trek Bicycles,Standard,low,medium
4253,93,3025,29-05-2017,False,Approved,WeareA2B,Standard,medium,medium
4254,39,3067,21-05-2017,False,Approved,Giant Bicycles,Standard,medium,large
4255,90,3093,10-05-2017,False,Approved,Solex,Standard,low,medium
4256,83,3036,14-07-2017,False,Approved,Solex,Touring,medium,large
4257,6,2439,18-08-2017,False,Approved,OHM Cycles,Standard,high,medium
4258,29,1259,10-07-2017,True,Approved,Norco Bicycles,Road,medium,medium
4259,58,2330,27-08-2017,True,Approved,OHM Cycles,Standard,medium,medium
4260,74,3442,08-05-2017,True,Approved,WeareA2B,Standard,medium,medium
4261,58,548,12-03-2017,True,Approved,OHM Cycles,Road,medium,medium
4262,3,1984,06-07-2017,True,Approved,Trek Bicycles,Standard,medium,large
4263,97,3344,10-06-2017,False,Approved,Solex,Standard,medium,large
4264,49,2008,01-12-2017,False,Approved,Trek Bicycles,Road,medium,medium
4265,85,3347,14-09-2017,True,Approved,WeareA2B,Standard,medium,medium
4266,51,813,25-10-2017,True,Approved,OHM Cycles,Standard,high,medium
4267,96,1464,28-07-2017,False,Approved,WeareA2B,Road,low,small
4268,33,968,01-05-2017,,Approved,OHM Cycles,Road,medium,small
4269,9,1324,14-05-2017,True,Approved,OHM Cycles,Road,medium,medium
4270,0,1144,13-10-2017,True,Approved,Trek Bicycles,Standard,high,medium
4271,75,1867,13-02-2017,False,Approved,Giant Bicycles,Touring,medium,large
4272,2,2262,21-06-2017,False,Approved,Solex,Standard,medium,medium
4273,60,3151,01-10-2017,True,Approved,Giant Bicycles,Standard,high,small
4274,66,3261,15-10-2017,True,Approved,Giant Bicycles,Road,low,small
4275,1,890,27-05-2017,True,Approved,Giant Bicycles,Standard,medium,medium
4276,90,2251,02-01-2017,False,Approved,Solex,Standard,low,medium
4277,77,1469,19-04-2017,True,Approved,Norco Bicycles,Road,medium,large
4278,19,1268,12-02-2017,True,Approved,Trek Bicycles,Mountain,low,medium
4279,20,483,18-06-2017,False,Approved,Trek Bicycles,Standard,medium,small
4280,29,1998,05-07-2017,False,Approved,WeareA2B,Standard,medium,medium
4281,76,2186,29-07-2017,True,Approved,WeareA2B,Road,low,small
4282,37,2721,23-01-2017,True,Approved,OHM Cycles,Standard,low,medium
4283,22,539,18-06-2017,False,Approved,Solex,Standard,medium,medium
